"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"St. James Parish, LA"	"22093"	17384.80	60265	2109.50	33729.80
	"St. John the Baptist Parish, LA"	"22095"	17629.04	60265	2132.20	34715.30
	"St. Landry Parish, LA"	"22097"	17431.61	168742	1956.90	33732.00
	"St. Martin Parish, LA"	"22099"	17493.03	156689	1987.50	33564.70
	"St. Mary Parish, LA"	"22101"	17757.58	120530	2078.40	33294.40
	"St. Tammany Parish, LA"	"22103"	17620.65	168742	1890.30	33410.50
	"Tangipahoa Parish, LA"	"22105"	17646.24	156689	1997.70	35720.80
	"Tensas Parish, LA"	"22107"	17383.26	120530	1973.70	34600.20
	"Terrebonne Parish, LA"	"22109"	18254.49	241060	1913.30	34005.00
	"Union Parish, LA"	"22111"	17095.03	168742	1840.80	33705.30
	"Vermilion Parish, LA"	"22113"	19064.45	241060	2186.50	36163.70
	"Vernon Parish, LA"	"22115"	17303.75	229007	2026.90	32675.70
	"Washington Parish, LA"	"22117"	17378.64	132583	1931.50	33516.70
	"Webster Parish, LA"	"22119"	17012.61	120530	1888.40	32430.50
	"West Baton Rouge Parish, LA"	"22121"	17342.87	24106	1911.10	33673.60
	"West Carroll Parish, LA"	"22123"	17114.14	72318	2003.20	34629.10
	"West Feliciana Parish, LA"	"22125"	17331.61	72318	1939.80	33457.10
	"Winn Parish, LA"	"22127"	17256.17	180795	1954.70	32736.20
	"Androscoggin County, ME"	"23001"	14049.04	108477	1724.90	31229.80
	"Aroostook County, ME"	"23003"	13242.79	1603049	1095.30	33875.30
	"Cumberland County, ME"	"23005"	14480.63	216954	1497.60	32371.30
	"Franklin County, ME"	"23007"	13506.29	373643	1401.40	31028.90
	"Hancock County, ME"	"23009"	13839.26	337484	1293.90	30696.20
	"Kennebec County, ME"	"23011"	13928.06	229007	1488.40	30940.20
	"Knox County, ME"	"23013"	14208.79	72318	1490.30	31007.70
	"Lincoln County, ME"	"23015"	14300.77	84371	1499.00	31058.40
	"Oxford County, ME"	"23017"	13788.57	482120	1465.80	31082.30
	"Penobscot County, ME"	"23019"	13472.59	879869	1140.90	32441.60
	"Piscataquis County, ME"	"23021"	13310.79	1012452	1184.50	32256.40
	"Sagadahoc County, ME"	"23023"	14435.86	48212	1473.10	31594.30
	"Somerset County, ME"	"23025"	13361.29	916028	1233.40	31975.70
	"Waldo County, ME"	"23027"	13915.78	156689	1430.60	30667.60
	"Washington County, ME"	"23029"	13677.50	626756	1160.70	31397.20
	"York County, ME"	"23031"	14703.98	241060	1562.50	32520.00
	"Allegany County, MD"	"24001"	14667.46	108477	1882.50	30266.80
	"Anne Arundel County, MD"	"24003"	15914.36	96424	1659.10	30833.00
	"Baltimore County, MD"	"24005"	15218.61	120530	1865.20	30676.90
	"Calvert County, MD"	"24009"	16216.12	60265	1853.10	30642.30
	"Caroline County, MD"	"24011"	15525.25	60265	1686.80	30358.50
	"Carroll County, MD"	"24013"	15007.69	96424	1824.10	30458.30
	"Cecil County, MD"	"24015"	15288.89	108477	1734.30	30718.00
	"Charles County, MD"	"24017"	15688.24	84371	1696.70	30654.90
	"Dorchester County, MD"	"24019"	15826.94	120530	1691.40	30215.10
	"Frederick County, MD"	"24021"	15006.85	156689	1801.00	30780.70
	"Garrett County, MD"	"24023"	14482.49	156689	1860.60	29327.40
	"Harford County, MD"	"24025"	15236.31	96424	1817.50	30461.60
	"Howard County, MD"	"24027"	15232.46	48212	1841.20	30480.30
	"Kent County, MD"	"24029"	15426.53	60265	1684.40	30516.00
	"Montgomery County, MD"	"24031"	15216.56	96424	1762.40	30603.70
	"Prince George's County, MD"	"24033"	15592.56	132583	1735.30	30786.50
	"Queen Anne's County, MD"	"24035"	15486.76	48212	1671.30	30455.00
	"St. Mary's County, MD"	"24037"	16176.32	60265	1733.10	30754.10
	"Somerset County, MD"	"24039"	16003.90	48212	1660.70	29932.50
	"Talbot County, MD"	"24041"	15572.66	48212	1770.40	30109.10
	"Washington County, MD"	"24043"	14895.82	96424	1824.60	30596.60
	"Wicomico County, MD"	"24045"	15776.33	96424	1639.80	30445.50
	"Worcester County, MD"	"24047"	16661.65	108477	1753.10	32319.80
	"Baltimore city, MD"	"24510"	15636.66	24106	1969.80	30957.30
	"Barnstable County, MA"	"25001"	15731.84	96424	1403.20	33013.10
	"Berkshire County, MA"	"25003"	14359.78	229007	1755.20	29506.90
	"Bristol County, MA"	"25005"	14983.00	120530	1675.80	32503.40
	"Dukes County, MA"	"25007"	15907.08	24106	1496.60	31921.70
	"Essex County, MA"	"25009"	15265.82	108477	1539.20	33375.20
	"Franklin County, MA"	"25011"	14328.10	192848	1783.10	29643.10
	"Hampden County, MA"	"25013"	14495.76	168742	1740.10	29676.70
	"Hampshire County, MA"	"25015"	14382.76	84371	1719.50	29402.50
	"Middlesex County, MA"	"25017"	14543.62	204901	1567.20	31521.80
	"Nantucket County, MA"	"25019"	15658.22	12053	1440.30	31331.50
	"Norfolk County, MA"	"25021"	14711.12	84371	1632.80	33456.20
	"Plymouth County, MA"	"25023"	15673.24	168742	1648.10	33582.30
	"Suffolk County, MA"	"25025"	14760.47	12053	1690.40	30525.70
	"Worcester County, MA"	"25027"	14483.92	373643	1651.60	29747.70
	"Alcona County, MI"	"26001"	14413.93	180795	1201.20	31746.60
	"Alger County, MI"	"26003"	14692.71	229007	1168.20	32669.30
	"Allegan County, MI"	"26005"	14764.15	216954	1442.20	31798.30
	"Alpena County, MI"	"26007"	14785.97	144636	1118.20	32450.50
	"Antrim County, MI"	"26009"	14454.60	108477	1239.40	31784.50
	"Arenac County, MI"	"26011"	14507.78	60265	1013.70	31033.40
	"Baraga County, MI"	"26013"	13646.12	216954	1075.20	29493.20
	"Barry County, MI"	"26015"	14314.96	108477	1580.00	29297.10
	"Bay County, MI"	"26017"	14257.57	84371	970.10	30614.70
	"Benzie County, MI"	"26019"	14606.07	72318	1222.90	32239.00
	"Berrien County, MI"	"26021"	14815.57	120530	1490.30	31951.80
	"Branch County, MI"	"26023"	14470.86	108477	1552.30	29828.40
	"Calhoun County, MI"	"26025"	14372.84	96424	1571.90	29718.00
	"Cass County, MI"	"26027"	14636.78	144636	1550.30	32256.90
	"Charlevoix County, MI"	"26029"	14722.56	84371	1285.80	32075.30
	"Cheboygan County, MI"	"26031"	14144.99	168742	1249.20	30362.80
	"Chippewa County, MI"	"26033"	14157.17	349537	1208.00	32806.20
	"Clare County, MI"	"26035"	14184.90	96424	1345.60	29819.50
	"Clinton County, MI"	"26037"	14205.54	144636	1439.20	29262.90
	"Crawford County, MI"	"26039"	13890.96	144636	1269.00	29077.60
	"Delta County, MI"	"26041"	14729.16	277219	1029.70	33094.60
	"Dickinson County, MI"	"26043"	13930.40	180795	1262.30	29411.40
	"Eaton County, MI"	"26045"	14221.02	144636	1502.40	29490.30
	"Emmet County, MI"	"26047"	14250.26	108477	1221.20	32858.60
	"Genesee County, MI"	"26049"	14078.24	120530	1362.00	29552.90
	"Gladwin County, MI"	"26051"	14274.82	96424	1385.50	30499.80
	"Gogebic County, MI"	"26053"	13597.89	277219	1226.80	28143.40
	"Grand Traverse County, MI"	"26055"	13889.95	108477	1288.70	28811.80
	"Gratiot County, MI"	"26057"	14262.43	144636	1321.70	30074.80
	"Hillsdale County, MI"	"26059"	14424.32	144636	1583.40	30033.80
	"Houghton County, MI"	"26061"	13940.26	253113	1065.70	31844.30
	"Huron County, MI"	"26063"	14572.14	204901	1288.70	34069.00
	"Ingham County, MI"	"26065"	14218.66	144636	1452.50	29831.70
	"Ionia County, MI"	"26067"	14236.29	144636	1500.20	28940.30
	"Iosco County, MI"	"26069"	14482.41	132583	1269.20	31808.20
	"Iron County, MI"	"26071"	13776.48	241060	1233.20	28958.90
	"Isabella County, MI"	"26073"	14234.70	144636	1415.10	29980.20
	"Jackson County, MI"	"26075"	14332.70	120530	1483.10	30190.40
	"Kalamazoo County, MI"	"26077"	14402.89	96424	1587.70	29339.70
	"Kalkaska County, MI"	"26079"	13944.54	144636	1277.50	29321.50
	"Kent County, MI"	"26081"	14212.02	144636	1368.30	28682.10
	"Keweenaw County, MI"	"26083"	14373.99	132583	940.50	32131.70
	"Lake County, MI"	"26085"	13893.33	72318	1379.30	28642.70
	"Lapeer County, MI"	"26087"	14146.42	168742	1351.40	29851.60
	"Leelanau County, MI"	"26089"	14313.81	96424	1311.30	32198.70
	"Lenawee County, MI"	"26091"	14387.67	180795	1518.60	30464.50
	"Livingston County, MI"	"26093"	14187.01	144636	1457.30	29823.80
	"Luce County, MI"	"26095"	13988.26	216954	1141.20	30888.10
	"Mackinac County, MI"	"26097"	14331.85	216954	1228.50	32896.50
	"Macomb County, MI"	"26099"	14443.26	96424	1436.90	31384.00
	"Manistee County, MI"	"26101"	14676.89	120530	1244.80	32332.90
	"Marquette County, MI"	"26103"	13878.64	433908	1095.00	30567.20
	"Mason County, MI"	"26105"	15023.59	96424	1116.40	32392.80
	"Mecosta County, MI"	"26107"	14199.97	144636	1379.00	29589.70
	"Menominee County, MI"	"26109"	14400.29	229007	998.60	31491.60
	"Midland County, MI"	"26111"	14286.49	144636	1300.30	30210.00
	"Missaukee County, MI"	"26113"	13978.46	144636	1312.00	29550.50
	"Monroe County, MI"	"26115"	14611.71	132583	1338.30	31573.70
	"Montcalm County, MI"	"26117"	14274.62	192848	1409.20	29327.40
	"Montmorency County, MI"	"26119"	14194.48	144636	1278.50	32470.80
	"Muskegon County, MI"	"26121"	15257.23	120530	1223.90	32380.10
	"Newaygo County, MI"	"26123"	14117.17	180795	1356.30	28836.20
	"Oakland County, MI"	"26125"	14208.11	156689	1431.50	30067.30
	"Oceana County, MI"	"26127"	15325.99	132583	1320.10	32262.10
	"Ogemaw County, MI"	"26129"	14133.29	144636	1402.20	30121.10
	"Ontonagon County, MI"	"26131"	13576.59	325431	1121.40	28507.60
	"Osceola County, MI"	"26133"	14086.99	96424	1369.90	28930.40
	"Oscoda County, MI"	"26135"	13999.60	144636	1387.70	29456.50
	"Otsego County, MI"	"26137"	13943.81	132583	1328.30	29281.00
	"Ottawa County, MI"	"26139"	14800.14	156689	1337.20	32398.80
	"Presque Isle County, MI"	"26141"	14599.15	120530	1294.50	32395.60
	"Roscommon County, MI"	"26143"	14064.28	144636	1332.20	29940.30
	"Saginaw County, MI"	"26145"	14158.25	180795	1300.90	30124.50
	"St. Clair County, MI"	"26147"	14741.08	144636	1398.30	33519.00
	"St. Joseph County, MI"	"26149"	14428.57	144636	1552.20	29504.60
	"Sanilac County, MI"	"26151"	15084.46	241060	1299.50	33866.10
	"Schoolcraft County, MI"	"26153"	14850.99	301325	1120.00	33144.40
	"Shiawassee County, MI"	"26155"	14138.99	144636	1395.70	29527.00
	"Tuscola County, MI"	"26157"	14131.67	168742	1318.20	29996.70
	"Van Buren County, MI"	"26159"	15123.56	108477	1500.30	32241.50
	"Washtenaw County, MI"	"26161"	14319.62	132583	1446.10	30333.70
	"Wayne County, MI"	"26163"	14352.43	144636	1200.80	31378.30
	"Wexford County, MI"	"26165"	13950.64	144636	1300.90	28985.80
	"Aitkin County, MN"	"27001"	13807.88	470067	1274.60	29870.20
	"Anoka County, MN"	"27003"	14255.54	84371	1475.60	28718.80
	"Becker County, MN"	"27005"	14145.13	301325	1226.50	29041.70
	"Beltrami County, MN"	"27007"	13702.16	807551	1213.90	29641.50
	"Benton County, MN"	"27009"	14326.00	144636	1518.20	29185.00
	"Big Stone County, MN"	"27011"	14598.87	144636	1659.90	28933.40
	"Blue Earth County, MN"	"27013"	14371.55	168742	1368.40	28601.30
	"Brown County, MN"	"27015"	14424.68	120530	1416.00	28434.60
	"Carlton County, MN"	"27017"	13747.56	216954	1278.00	29035.00
	"Carver County, MN"	"27019"	14362.67	84371	1441.10	28862.90
	"Cass County, MN"	"27021"	13868.32	530332	1269.50	29756.80
	"Chippewa County, MN"	"27023"	14542.36	108477	1860.70	28910.00
	"Chisago County, MN"	"27025"	14167.25	120530	1543.40	29036.80
	"Clay County, MN"	"27027"	14264.17	241060	1317.10	29475.00
	"Clearwater County, MN"	"27029"	13863.57	241060	1372.70	29024.30
	"Cook County, MN"	"27031"	14105.85	385696	1015.10	32129.50
	"Cottonwood County, MN"	"27033"	14435.29	156689	1406.10	28340.40
	"Crow Wing County, MN"	"27035"	14158.62	301325	1369.60	30032.60
	"Dakota County, MN"	"27037"	14234.88	144636	1315.00	29027.70
	"Dodge County, MN"	"27039"	14231.05	108477	1442.00	27875.50
	"Douglas County, MN"	"27041"	14498.46	180795	1681.20	28800.30
	"Faribault County, MN"	"27043"	14429.26	180795	1353.70	28367.30
	"Fillmore County, MN"	"27045"	14257.85	216954	1570.20	28236.60
	"Freeborn County, MN"	"27047"	14376.89	180795	1413.40	28156.30
	"Goodhue County, MN"	"27049"	14183.56	144636	1391.20	28725.00
	"Grant County, MN"	"27051"	14487.05	144636	1665.60	28958.70
	"Hennepin County, MN"	"27053"	14209.82	132583	1378.90	28705.40
	"Houston County, MN"	"27055"	14180.73	144636	1587.20	28414.20
	"Hubbard County, MN"	"27057"	13938.78	241060	1309.90	29647.60
	"Isanti County, MN"	"27059"	14271.15	120530	1710.90	29075.10
	"Itasca County, MN"	"27061"	13534.42	699074	1220.10	29546.60
	"Jackson County, MN"	"27063"	14501.45	180795	1436.50	28032.10
	"Kanabec County, MN"	"27065"	14139.35	108477	1558.60	29305.80
	"Kandiyohi County, MN"	"27067"	14475.55	192848	1661.70	28677.80
	"Kittson County, MN"	"27069"	13954.29	301325	1270.00	29678.50
	"Koochiching County, MN"	"27071"	13252.96	699074	1104.90	29752.80
	"Lac qui Parle County, MN"	"27073"	14562.89	229007	1719.90	28901.50
	"Lake County, MN"	"27075"	13589.73	506226	1153.40	31018.10
	"Lake of the Woods County, MN"	"27077"	13307.06	458014	893.30	29069.20
	"Le Sueur County, MN"	"27079"	14335.99	96424	1329.80	28486.10
	"Lincoln County, MN"	"27081"	14456.33	108477	1681.90	27959.70
	"Lyon County, MN"	"27083"	14431.81	144636	1792.00	28391.60
	"McLeod County, MN"	"27085"	14433.21	120530	1497.10	28615.10
	"Mahnomen County, MN"	"27087"	14030.52	180795	1426.90	28871.10
	"Marshall County, MN"	"27089"	14015.03	433908	1299.70	29694.80
	"Martin County, MN"	"27091"	14452.32	180795	1435.60	28353.80
	"Meeker County, MN"	"27093"	14401.47	156689	1718.50	28507.50
	"Mille Lacs County, MN"	"27095"	14206.77	168742	1375.90	29596.70
	"Morrison County, MN"	"27097"	14250.20	241060	1403.80	29545.60
	"Mower County, MN"	"27099"	14322.00	144636	1466.80	27919.80
	"Murray County, MN"	"27101"	14467.95	180795	1512.40	28132.30
	"Nicollet County, MN"	"27103"	14405.74	132583	1398.70	28349.60
	"Nobles County, MN"	"27105"	14532.62	144636	1431.90	28109.00
	"Norman County, MN"	"27107"	14260.33	216954	1399.60	29757.20
	"Olmsted County, MN"	"27109"	14191.93	120530	1433.80	28095.10
	"Otter Tail County, MN"	"27111"	14336.69	530332	1415.50	28828.00
	"Pennington County, MN"	"27113"	14047.85	96424	1516.20	29081.40
	"Pine County, MN"	"27115"	13899.90	289272	1310.10	29020.20
	"Pipestone County, MN"	"27117"	14549.99	108477	1663.20	28063.80
	"Polk County, MN"	"27119"	14148.21	445961	1418.90	29578.50
	"Pope County, MN"	"27121"	14558.74	180795	1507.20	28798.20
	"Ramsey County, MN"	"27123"	14182.26	36159	1442.40	28623.60
	"Red Lake County, MN"	"27125"	14118.55	120530	1604.50	29137.20
	"Redwood County, MN"	"27127"	14432.67	192848	1433.30	28363.00
	"Renville County, MN"	"27129"	14465.51	192848	1476.70	28444.40
	"Rice County, MN"	"27131"	14273.61	96424	1341.30	28624.70
	"Rock County, MN"	"27133"	14608.66	144636	1594.80	28186.00
	"Roseau County, MN"	"27135"	13650.30	421855	1235.80	29002.80
	"St. Louis County, MN"	"27137"	13435.55	1687420	1067.40	30494.40
	"Scott County, MN"	"27139"	14294.67	108477	1325.20	28607.00
	"Sherburne County, MN"	"27141"	14293.02	72318	1696.40	29031.60
	"Sibley County, MN"	"27143"	14430.83	120530	1421.20	28447.40
	"Stearns County, MN"	"27145"	14399.04	301325	1542.20	28713.60
	"Steele County, MN"	"27147"	14285.89	108477	1344.40	27939.50
	"Stevens County, MN"	"27149"	14537.15	144636	1585.20	28974.40
	"Swift County, MN"	"27151"	14569.96	168742	1688.80	29052.70
	"Todd County, MN"	"27153"	14305.79	241060	1496.70	28658.00
	"Traverse County, MN"	"27155"	14472.87	120530	1626.80	29150.00
	"Wabasha County, MN"	"27157"	14083.14	96424	1508.70	28408.40
	"Wadena County, MN"	"27159"	14069.89	108477	1431.30	28557.10
	"Waseca County, MN"	"27161"	14326.57	108477	1312.80	28201.70
	"Washington County, MN"	"27163"	14172.57	96424	1356.10	28738.20
	"Watonwan County, MN"	"27165"	14408.46	96424	1413.00	28217.30
	"Wilkin County, MN"	"27167"	14349.51	204901	1456.20	29444.30
	"Winona County, MN"	"27169"	14094.38	144636	1533.80	28408.40
	"Wright County, MN"	"27171"	14361.55	156689	1605.90	28892.20
	"Yellow Medicine County, MN"	"27173"	14468.62	168742	1768.90	28507.10
	"Adams County, MS"	"28001"	17265.05	72318	1858.90	33637.30
	"Alcorn County, MS"	"28003"	16374.87	72318	1812.00	32475.20
	"Amite County, MS"	"28005"	17247.19	156689	1742.30	33466.00
	"Attala County, MS"	"28007"	17044.88	132583	1855.30	35006.90
	"Benton County, MS"	"28009"	16373.87	60265	1794.40	32831.40
	"Bolivar County, MS"	"28011"	16893.81	192848	1509.70	34912.60
	"Calhoun County, MS"	"28013"	16804.99	108477	1745.60	34636.10
	"Carroll County, MS"	"28015"	16972.86	108477	1775.50	34643.30
	"Chickasaw County, MS"	"28017"	16747.78	96424	1755.00	34569.90
	"Choctaw County, MS"	"28019"	17033.11	84371	1832.40	34754.90
	"Claiborne County, MS"	"28021"	17294.11	84371	1939.50	34008.10
	"Clarke County, MS"	"28023"	17338.43	108477	1916.20	34220.80
	"Clay County, MS"	"28025"	16847.42	48212	1763.00	35077.20
	"Coahoma County, MS"	"28027"	16727.15	108477	1710.40	34660.10
	"Copiah County, MS"	"28029"	17184.72	120530	1866.00	33633.30
	"Covington County, MS"	"28031"	17234.08	60265	1849.00	33954.70
	"DeSoto County, MS"	"28033"	16419.10	96424	1722.90	33563.60
	"Forrest County, MS"	"28035"	17354.66	108477	1906.80	33432.80
	"Franklin County, MS"	"28037"	17211.22	96424	1865.10	33046.30
	"George County, MS"	"28039"	17309.71	96424	2020.70	32540.00
	"Greene County, MS"	"28041"	17391.15	120530	2040.70	33619.20
	"Grenada County, MS"	"28043"	16916.82	108477	1680.00	34742.80
	"Hancock County, MS"	"28045"	17964.28	60265	1993.60	33138.50
	"Harrison County, MS"	"28047"	17870.24	96424	2058.70	32490.50
	"Hinds County, MS"	"28049"	17211.64	192848	1899.70	34342.00
	"Holmes County, MS"	"28051"	17051.99	168742	1705.60	34855.30
	"Humphreys County, MS"	"28053"	17145.31	60265	1579.50	34915.00
	"Issaquena County, MS"	"28055"	17222.91	72318	1944.70	34627.30
	"Itawamba County, MS"	"28057"	16471.49	108477	1780.90	34114.10
	"Jackson County, MS"	"28059"	17769.89	144636	2001.20	33529.40
	"Jasper County, MS"	"28061"	17249.57	156689	1861.10	34667.80
	"Jefferson County, MS"	"28063"	17262.32	96424	1899.00	33718.60
	"Jefferson Davis County, MS"	"28065"	17232.19	72318	1825.30	33879.10
	"Jones County, MS"	"28067"	17339.58	180795	1857.00	34154.40
	"Kemper County, MS"	"28069"	17136.32	96424	1977.00	34819.90
	"Lafayette County, MS"	"28071"	16615.09	144636	1627.50	34322.00
	"Lamar County, MS"	"28073"	17323.28	84371	1848.00	33319.90
	"Lauderdale County, MS"	"28075"	17279.13	144636	1990.70	34951.60
	"Lawrence County, MS"	"28077"	17223.00	72318	1848.80	33576.20
	"Leake County, MS"	"28079"	17034.33	72318	1769.70	34668.50
	"Lee County, MS"	"28081"	16582.93	96424	1766.40	34237.70
	"Leflore County, MS"	"28083"	16949.79	132583	1539.90	34838.80
	"Lincoln County, MS"	"28085"	17186.76	120530	1902.20	33145.90
	"Lowndes County, MS"	"28087"	16898.17	108477	1829.50	35566.60
	"Madison County, MS"	"28089"	17141.62	144636	1918.10	34747.00
	"Marion County, MS"	"28091"	17339.97	120530	1811.50	33603.70
	"Marshall County, MS"	"28093"	16429.02	144636	1719.50	33918.20
	"Monroe County, MS"	"28095"	16714.98	180795	1821.50	35025.90
	"Montgomery County, MS"	"28097"	16980.65	60265	1827.20	34726.10
	"Neshoba County, MS"	"28099"	17047.86	96424	1796.60	34497.20
	"Newton County, MS"	"28101"	17133.44	144636	1948.90	34502.80
	"Noxubee County, MS"	"28103"	17047.48	108477	1920.50	35329.60
	"Oktibbeha County, MS"	"28105"	16942.16	144636	1743.70	35246.80
	"Panola County, MS"	"28107"	16634.26	168742	1681.20	34667.00
	"Pearl River County, MS"	"28109"	17309.46	144636	1899.30	32779.60
	"Perry County, MS"	"28111"	17384.00	96424	2004.00	33635.10
	"Pike County, MS"	"28113"	17243.64	72318	1910.00	33668.00
	"Pontotoc County, MS"	"28115"	16606.54	72318	1664.80	34318.90
	"Prentiss County, MS"	"28117"	16448.20	72318	1779.80	33461.60
	"Quitman County, MS"	"28119"	16721.43	48212	1792.90	34524.00
	"Rankin County, MS"	"28121"	17126.59	168742	1862.10	34452.30
	"Scott County, MS"	"28123"	17056.92	108477	1817.00	34351.30
	"Sharkey County, MS"	"28125"	17184.05	108477	1781.00	34820.20
	"Simpson County, MS"	"28127"	17117.28	96424	1823.20	34214.30
	"Smith County, MS"	"28129"	17175.40	120530	1854.70	34772.80
	"Stone County, MS"	"28131"	17274.13	96424	2041.50	32374.10
	"Sunflower County, MS"	"28133"	16967.07	108477	1495.70	34863.20
	"Tallahatchie County, MS"	"28135"	16822.03	156689	1435.40	35038.30
	"Tate County, MS"	"28137"	16483.48	72318	1753.60	33693.30
	"Tippah County, MS"	"28139"	16390.83	96424	1788.40	32625.70
	"Tishomingo County, MS"	"28141"	16382.79	96424	1804.40	32966.60
	"Tunica County, MS"	"28143"	16572.60	96424	1613.10	34015.80
	"Union County, MS"	"28145"	16537.52	96424	1699.80	33783.80
	"Walthall County, MS"	"28147"	17324.92	84371	1911.50	33725.20
	"Warren County, MS"	"28149"	17275.70	132583	1970.60	34655.70
	"Washington County, MS"	"28151"	17094.18	132583	1556.30	34859.80
	"Wayne County, MS"	"28153"	17448.46	144636	1934.60	34114.90
	"Webster County, MS"	"28155"	16927.19	84371	1722.40	34800.70
	"Wilkinson County, MS"	"28157"	17294.09	144636	1902.40	33613.20
	"Winston County, MS"	"28159"	16999.55	168742	1802.90	34972.50
	"Yalobusha County, MS"	"28161"	16794.95	96424	1663.90	34938.90
	"Yazoo County, MS"	"28163"	17133.49	168742	1859.40	35045.90
