Notes,County,County Code,Avg Daily Sunlight (KJ/mｲ),# of Observations for Daily Sunlight,Min Daily Sunlight,Max Daily Sunlight
,"Genesee County, MI",26049,14078.24,120530,1362,29552.9
,"Gladwin County, MI",26051,14274.82,96424,1385.5,30499.8
,"Gogebic County, MI",26053,13597.89,277219,1226.8,28143.4
,"Grand Traverse County, MI",26055,13889.95,108477,1288.7,28811.8
,"Gratiot County, MI",26057,14262.43,144636,1321.7,30074.8
,"Hillsdale County, MI",26059,14424.32,144636,1583.4,30033.8
,"Houghton County, MI",26061,13940.26,253113,1065.7,31844.3
,"Huron County, MI",26063,14572.14,204901,1288.7,34069
,"Ingham County, MI",26065,14218.66,144636,1452.5,29831.7
,"Ionia County, MI",26067,14236.29,144636,1500.2,28940.3
,"Iosco County, MI",26069,14482.41,132583,1269.2,31808.2
,"Iron County, MI",26071,13776.48,241060,1233.2,28958.9
,"Isabella County, MI",26073,14234.7,144636,1415.1,29980.2
,"Jackson County, MI",26075,14332.7,120530,1483.1,30190.4
,"Kalamazoo County, MI",26077,14402.89,96424,1587.7,29339.7
,"Kalkaska County, MI",26079,13944.54,144636,1277.5,29321.5
,"Kent County, MI",26081,14212.02,144636,1368.3,28682.1
,"Keweenaw County, MI",26083,14373.99,132583,940.5,32131.7
,"Lake County, MI",26085,13893.33,72318,1379.3,28642.7
,"Lapeer County, MI",26087,14146.42,168742,1351.4,29851.6
,"Leelanau County, MI",26089,14313.81,96424,1311.3,32198.7
,"Lenawee County, MI",26091,14387.67,180795,1518.6,30464.5
,"Livingston County, MI",26093,14187.01,144636,1457.3,29823.8
,"Luce County, MI",26095,13988.26,216954,1141.2,30888.1
,"Mackinac County, MI",26097,14331.85,216954,1228.5,32896.5
,"Macomb County, MI",26099,14443.26,96424,1436.9,31384
,"Manistee County, MI",26101,14676.89,120530,1244.8,32332.9
,"Marquette County, MI",26103,13878.64,433908,1095,30567.2
,"Mason County, MI",26105,15023.59,96424,1116.4,32392.8
,"Mecosta County, MI",26107,14199.97,144636,1379,29589.7
,"Menominee County, MI",26109,14400.29,229007,998.6,31491.6
,"Midland County, MI",26111,14286.49,144636,1300.3,30210
,"Missaukee County, MI",26113,13978.46,144636,1312,29550.5
,"Monroe County, MI",26115,14611.71,132583,1338.3,31573.7
,"Montcalm County, MI",26117,14274.62,192848,1409.2,29327.4
,"Montmorency County, MI",26119,14194.48,144636,1278.5,32470.8
,"Muskegon County, MI",26121,15257.23,120530,1223.9,32380.1
,"Newaygo County, MI",26123,14117.17,180795,1356.3,28836.2
,"Oakland County, MI",26125,14208.11,156689,1431.5,30067.3
,"Oceana County, MI",26127,15325.99,132583,1320.1,32262.1
,"Ogemaw County, MI",26129,14133.29,144636,1402.2,30121.1
,"Ontonagon County, MI",26131,13576.59,325431,1121.4,28507.6
,"Osceola County, MI",26133,14086.99,96424,1369.9,28930.4
,"Oscoda County, MI",26135,13999.6,144636,1387.7,29456.5
,"Otsego County, MI",26137,13943.81,132583,1328.3,29281
,"Ottawa County, MI",26139,14800.14,156689,1337.2,32398.8
,"Presque Isle County, MI",26141,14599.15,120530,1294.5,32395.6
,"Roscommon County, MI",26143,14064.28,144636,1332.2,29940.3
,"Saginaw County, MI",26145,14158.25,180795,1300.9,30124.5
,"St. Clair County, MI",26147,14741.08,144636,1398.3,33519
,"St. Joseph County, MI",26149,14428.57,144636,1552.2,29504.6
,"Sanilac County, MI",26151,15084.46,241060,1299.5,33866.1
,"Schoolcraft County, MI",26153,14850.99,301325,1120,33144.4
,"Shiawassee County, MI",26155,14138.99,144636,1395.7,29527
,"Tuscola County, MI",26157,14131.67,168742,1318.2,29996.7
,"Van Buren County, MI",26159,15123.56,108477,1500.3,32241.5
,"Washtenaw County, MI",26161,14319.62,132583,1446.1,30333.7
,"Wayne County, MI",26163,14352.43,144636,1200.8,31378.3
,"Wexford County, MI",26165,13950.64,144636,1300.9,28985.8
,"Aitkin County, MN",27001,13807.88,470067,1274.6,29870.2
,"Anoka County, MN",27003,14255.54,84371,1475.6,28718.8
,"Becker County, MN",27005,14145.13,301325,1226.5,29041.7
,"Beltrami County, MN",27007,13702.16,807551,1213.9,29641.5
,"Benton County, MN",27009,14326,144636,1518.2,29185
,"Big Stone County, MN",27011,14598.87,144636,1659.9,28933.4
,"Blue Earth County, MN",27013,14371.55,168742,1368.4,28601.3
,"Brown County, MN",27015,14424.68,120530,1416,28434.6
,"Carlton County, MN",27017,13747.56,216954,1278,29035
,"Carver County, MN",27019,14362.67,84371,1441.1,28862.9
,"Cass County, MN",27021,13868.32,530332,1269.5,29756.8
,"Chippewa County, MN",27023,14542.36,108477,1860.7,28910
,"Chisago County, MN",27025,14167.25,120530,1543.4,29036.8
,"Clay County, MN",27027,14264.17,241060,1317.1,29475
,"Clearwater County, MN",27029,13863.57,241060,1372.7,29024.3
,"Cook County, MN",27031,14105.85,385696,1015.1,32129.5
,"Cottonwood County, MN",27033,14435.29,156689,1406.1,28340.4
,"Crow Wing County, MN",27035,14158.62,301325,1369.6,30032.6
,"Dakota County, MN",27037,14234.88,144636,1315,29027.7
,"Dodge County, MN",27039,14231.05,108477,1442,27875.5
,"Douglas County, MN",27041,14498.46,180795,1681.2,28800.3
,"Faribault County, MN",27043,14429.26,180795,1353.7,28367.3
,"Fillmore County, MN",27045,14257.85,216954,1570.2,28236.6
,"Freeborn County, MN",27047,14376.89,180795,1413.4,28156.3
,"Goodhue County, MN",27049,14183.56,144636,1391.2,28725
,"Grant County, MN",27051,14487.05,144636,1665.6,28958.7
,"Hennepin County, MN",27053,14209.82,132583,1378.9,28705.4
,"Houston County, MN",27055,14180.73,144636,1587.2,28414.2
,"Hubbard County, MN",27057,13938.78,241060,1309.9,29647.6
,"Isanti County, MN",27059,14271.15,120530,1710.9,29075.1
,"Itasca County, MN",27061,13534.42,699074,1220.1,29546.6
,"Jackson County, MN",27063,14501.45,180795,1436.5,28032.1
,"Kanabec County, MN",27065,14139.35,108477,1558.6,29305.8
,"Kandiyohi County, MN",27067,14475.55,192848,1661.7,28677.8
,"Kittson County, MN",27069,13954.29,301325,1270,29678.5
,"Koochiching County, MN",27071,13252.96,699074,1104.9,29752.8
,"Lac qui Parle County, MN",27073,14562.89,229007,1719.9,28901.5
,"Lake County, MN",27075,13589.73,506226,1153.4,31018.1
,"Lake of the Woods County, MN",27077,13307.06,458014,893.3,29069.2
,"Le Sueur County, MN",27079,14335.99,96424,1329.8,28486.1
,"Lincoln County, MN",27081,14456.33,108477,1681.9,27959.7
,"Lyon County, MN",27083,14431.81,144636,1792,28391.6
,"McLeod County, MN",27085,14433.21,120530,1497.1,28615.1
,"Mahnomen County, MN",27087,14030.52,180795,1426.9,28871.1
,"Marshall County, MN",27089,14015.03,433908,1299.7,29694.8
,"Martin County, MN",27091,14452.32,180795,1435.6,28353.8
,"Meeker County, MN",27093,14401.47,156689,1718.5,28507.5
,"Mille Lacs County, MN",27095,14206.77,168742,1375.9,29596.7
,"Morrison County, MN",27097,14250.2,241060,1403.8,29545.6
,"Mower County, MN",27099,14322,144636,1466.8,27919.8
,"Murray County, MN",27101,14467.95,180795,1512.4,28132.3
,"Nicollet County, MN",27103,14405.74,132583,1398.7,28349.6
,"Nobles County, MN",27105,14532.62,144636,1431.9,28109
,"Norman County, MN",27107,14260.33,216954,1399.6,29757.2
,"Olmsted County, MN",27109,14191.93,120530,1433.8,28095.1
,"Otter Tail County, MN",27111,14336.69,530332,1415.5,28828
,"Pennington County, MN",27113,14047.85,96424,1516.2,29081.4
,"Pine County, MN",27115,13899.9,289272,1310.1,29020.2
,"Pipestone County, MN",27117,14549.99,108477,1663.2,28063.8
,"Polk County, MN",27119,14148.21,445961,1418.9,29578.5
,"Pope County, MN",27121,14558.74,180795,1507.2,28798.2
,"Ramsey County, MN",27123,14182.26,36159,1442.4,28623.6
,"Red Lake County, MN",27125,14118.55,120530,1604.5,29137.2
,"Redwood County, MN",27127,14432.67,192848,1433.3,28363
,"Renville County, MN",27129,14465.51,192848,1476.7,28444.4
,"Rice County, MN",27131,14273.61,96424,1341.3,28624.7
,"Rock County, MN",27133,14608.66,144636,1594.8,28186
,"Roseau County, MN",27135,13650.3,421855,1235.8,29002.8
,"St. Louis County, MN",27137,13435.55,1687420,1067.4,30494.4
,"Scott County, MN",27139,14294.67,108477,1325.2,28607
,"Sherburne County, MN",27141,14293.02,72318,1696.4,29031.6
,"Sibley County, MN",27143,14430.83,120530,1421.2,28447.4
,"Stearns County, MN",27145,14399.04,301325,1542.2,28713.6
,"Steele County, MN",27147,14285.89,108477,1344.4,27939.5
,"Stevens County, MN",27149,14537.15,144636,1585.2,28974.4
,"Swift County, MN",27151,14569.96,168742,1688.8,29052.7
,"Todd County, MN",27153,14305.79,241060,1496.7,28658
,"Traverse County, MN",27155,14472.87,120530,1626.8,29150
,"Wabasha County, MN",27157,14083.14,96424,1508.7,28408.4
,"Wadena County, MN",27159,14069.89,108477,1431.3,28557.1
,"Waseca County, MN",27161,14326.57,108477,1312.8,28201.7
,"Washington County, MN",27163,14172.57,96424,1356.1,28738.2
,"Watonwan County, MN",27165,14408.46,96424,1413,28217.3
,"Wilkin County, MN",27167,14349.51,204901,1456.2,29444.3
,"Winona County, MN",27169,14094.38,144636,1533.8,28408.4
,"Wright County, MN",27171,14361.55,156689,1605.9,28892.2
,"Yellow Medicine County, MN",27173,14468.62,168742,1768.9,28507.1
,"Adams County, MS",28001,17265.05,72318,1858.9,33637.3
,"Alcorn County, MS",28003,16374.87,72318,1812,32475.2
,"Amite County, MS",28005,17247.19,156689,1742.3,33466
,"Attala County, MS",28007,17044.88,132583,1855.3,35006.9
,"Benton County, MS",28009,16373.87,60265,1794.4,32831.4
,"Bolivar County, MS",28011,16893.81,192848,1509.7,34912.6
,"Calhoun County, MS",28013,16804.99,108477,1745.6,34636.1
,"Carroll County, MS",28015,16972.86,108477,1775.5,34643.3
,"Chickasaw County, MS",28017,16747.78,96424,1755,34569.9
,"Choctaw County, MS",28019,17033.11,84371,1832.4,34754.9
,"Claiborne County, MS",28021,17294.11,84371,1939.5,34008.1
,"Clarke County, MS",28023,17338.43,108477,1916.2,34220.8
,"Clay County, MS",28025,16847.42,48212,1763,35077.2
,"Coahoma County, MS",28027,16727.15,108477,1710.4,34660.1
,"Copiah County, MS",28029,17184.72,120530,1866,33633.3
,"Covington County, MS",28031,17234.08,60265,1849,33954.7
,"DeSoto County, MS",28033,16419.1,96424,1722.9,33563.6
,"Forrest County, MS",28035,17354.66,108477,1906.8,33432.8
,"Franklin County, MS",28037,17211.22,96424,1865.1,33046.3
,"George County, MS",28039,17309.71,96424,2020.7,32540
,"Greene County, MS",28041,17391.15,120530,2040.7,33619.2
,"Grenada County, MS",28043,16916.82,108477,1680,34742.8
,"Hancock County, MS",28045,17964.28,60265,1993.6,33138.5
,"Harrison County, MS",28047,17870.24,96424,2058.7,32490.5
,"Hinds County, MS",28049,17211.64,192848,1899.7,34342
,"Holmes County, MS",28051,17051.99,168742,1705.6,34855.3
,"Humphreys County, MS",28053,17145.31,60265,1579.5,34915
,"Issaquena County, MS",28055,17222.91,72318,1944.7,34627.3
,"Itawamba County, MS",28057,16471.49,108477,1780.9,34114.1
,"Jackson County, MS",28059,17769.89,144636,2001.2,33529.4
,"Jasper County, MS",28061,17249.57,156689,1861.1,34667.8
,"Jefferson County, MS",28063,17262.32,96424,1899,33718.6
,"Jefferson Davis County, MS",28065,17232.19,72318,1825.3,33879.1
,"Jones County, MS",28067,17339.58,180795,1857,34154.4
,"Kemper County, MS",28069,17136.32,96424,1977,34819.9
,"Lafayette County, MS",28071,16615.09,144636,1627.5,34322
,"Lamar County, MS",28073,17323.28,84371,1848,33319.9
,"Lauderdale County, MS",28075,17279.13,144636,1990.7,34951.6
,"Lawrence County, MS",28077,17223,72318,1848.8,33576.2
,"Leake County, MS",28079,17034.33,72318,1769.7,34668.5
,"Lee County, MS",28081,16582.93,96424,1766.4,34237.7
,"Leflore County, MS",28083,16949.79,132583,1539.9,34838.8
,"Lincoln County, MS",28085,17186.76,120530,1902.2,33145.9
,"Lowndes County, MS",28087,16898.17,108477,1829.5,35566.6
,"Madison County, MS",28089,17141.62,144636,1918.1,34747
,"Marion County, MS",28091,17339.97,120530,1811.5,33603.7
,"Marshall County, MS",28093,16429.02,144636,1719.5,33918.2
,"Monroe County, MS",28095,16714.98,180795,1821.5,35025.9
,"Montgomery County, MS",28097,16980.65,60265,1827.2,34726.1
,"Neshoba County, MS",28099,17047.86,96424,1796.6,34497.2
,"Newton County, MS",28101,17133.44,144636,1948.9,34502.8
,"Noxubee County, MS",28103,17047.48,108477,1920.5,35329.6
,"Oktibbeha County, MS",28105,16942.16,144636,1743.7,35246.8
,"Panola County, MS",28107,16634.26,168742,1681.2,34667
,"Pearl River County, MS",28109,17309.46,144636,1899.3,32779.6
,"Perry County, MS",28111,17384,96424,2004,33635.1
,"Pike County, MS",28113,17243.64,72318,1910,33668
,"Pontotoc County, MS",28115,16606.54,72318,1664.8,34318.9
,"Prentiss County, MS",28117,16448.2,72318,1779.8,33461.6
,"Quitman County, MS",28119,16721.43,48212,1792.9,34524
,"Rankin County, MS",28121,17126.59,168742,1862.1,34452.3
,"Scott County, MS",28123,17056.92,108477,1817,34351.3
,"Sharkey County, MS",28125,17184.05,108477,1781,34820.2
,"Simpson County, MS",28127,17117.28,96424,1823.2,34214.3
,"Smith County, MS",28129,17175.4,120530,1854.7,34772.8
,"Stone County, MS",28131,17274.13,96424,2041.5,32374.1
,"Sunflower County, MS",28133,16967.07,108477,1495.7,34863.2
,"Tallahatchie County, MS",28135,16822.03,156689,1435.4,35038.3
,"Tate County, MS",28137,16483.48,72318,1753.6,33693.3
,"Tippah County, MS",28139,16390.83,96424,1788.4,32625.7
,"Tishomingo County, MS",28141,16382.79,96424,1804.4,32966.6
,"Tunica County, MS",28143,16572.6,96424,1613.1,34015.8
,"Union County, MS",28145,16537.52,96424,1699.8,33783.8
,"Walthall County, MS",28147,17324.92,84371,1911.5,33725.2
,"Warren County, MS",28149,17275.7,132583,1970.6,34655.7
,"Washington County, MS",28151,17094.18,132583,1556.3,34859.8
,"Wayne County, MS",28153,17448.46,144636,1934.6,34114.9
,"Webster County, MS",28155,16927.19,84371,1722.4,34800.7
,"Wilkinson County, MS",28157,17294.09,144636,1902.4,33613.2
,"Winston County, MS",28159,16999.55,168742,1802.9,34972.5
,"Yalobusha County, MS",28161,16794.95,96424,1663.9,34938.9
,"Yazoo County, MS",28163,17133.49,168742,1859.4,35045.9
,"Adair County, MO",29001,15134.06,144636,1606.8,29259.8
,"Andrew County, MO",29003,15315.61,72318,1604.6,29116.5
,"Atchison County, MO",29005,15329.29,144636,1592.8,29321.1
,"Audrain County, MO",29007,15396.99,156689,1522.8,29399.9
,"Barry County, MO",29009,16124.29,144636,1869.1,29849.6
,"Barton County, MO",29011,15906.97,96424,1731.5,29477.2
,"Bates County, MO",29013,15805.46,204901,1652.9,28915.1
,"Benton County, MO",29015,15773.74,108477,1805.2,29329.4
,"Bollinger County, MO",29017,15682.72,120530,1576.6,31289.2
,"Boone County, MO",29019,15486.16,144636,1697.3,29746
,"Buchanan County, MO",29021,15410.62,108477,1554.1,29345.2
,"Butler County, MO",29023,15999.45,120530,1719.9,31873
,"Caldwell County, MO",29025,15355.83,96424,1407.4,29102.4
,"Callaway County, MO",29027,15486.98,192848,1654.9,29829.3
,"Camden County, MO",29029,15755.74,180795,1878.6,29695.4
,"Cape Girardeau County, MO",29031,15633.9,120530,1506.1,31194.6
,"Carroll County, MO",29033,15388.64,144636,1537.7,28838.7
,"Carter County, MO",29035,15869.87,72318,1732,30187.2
,"Cass County, MO",29037,15616.9,144636,1553.5,28700.9
,"Cedar County, MO",29039,15892.84,96424,1649.6,29217.6
,"Chariton County, MO",29041,15343.18,168742,1611.3,29324.9
,"Christian County, MO",29043,15964.98,132583,1858.8,29554.4
,"Clark County, MO",29045,15056.85,120530,1467.3,29615.9
,"Clay County, MO",29047,15442.6,96424,1442,29015.2
,"Clinton County, MO",29049,15395.75,72318,1390.6,29273
,"Cole County, MO",29051,15554.79,84371,1766.8,29627.6
,"Cooper County, MO",29053,15532.55,120530,1825.7,28996.9
,"Crawford County, MO",29055,15662.95,144636,1592.6,29447.9
,"Dade County, MO",29057,15898.25,144636,1735.4,29332.2
,"Dallas County, MO",29059,15781.69,96424,1736.5,29478.6
,"Daviess County, MO",29061,15253.07,144636,1508.7,28983.7
,"DeKalb County, MO",29063,15308.66,72318,1616.4,29189.1
,"Dent County, MO",29065,15712.19,156689,1686.7,29266.6
,"Douglas County, MO",29067,15997.6,204901,1830.1,30150.8
,"Dunklin County, MO",29069,16134.06,84371,1703.5,32249.1
,"Franklin County, MO",29071,15589.31,180795,1619.7,29747.9
,"Gasconade County, MO",29073,15556.98,96424,1619,29297.6
,"Gentry County, MO",29075,15235.32,108477,1505.4,29143.7
,"Greene County, MO",29077,15877.52,96424,1792.4,29227.1
,"Grundy County, MO",29079,15152.78,72318,1622.9,28854.1
,"Harrison County, MO",29081,15139.75,192848,1546.2,29141.7
,"Henry County, MO",29083,15766.24,144636,1717,29226.2
,"Hickory County, MO",29085,15812.94,96424,1683,29624.3
,"Holt County, MO",29087,15366.85,96424,1613.9,29257.6
,"Howard County, MO",29089,15446.09,84371,1730.5,29408.1
,"Howell County, MO",29091,16050.55,192848,1784.9,30192.7
,"Iron County, MO",29093,15669.79,120530,1741.8,29661.2
,"Jackson County, MO",29095,15494.37,120530,1465.2,28853.5
,"Jasper County, MO",29097,15974.14,156689,1818.7,29668.1
,"Jefferson County, MO",29099,15610.61,132583,1728.3,29650.3
,"Johnson County, MO",29101,15592.25,156689,1681.7,28847.2
,"Knox County, MO",29103,15127.05,72318,1656.3,29258
,"Laclede County, MO",29105,15750.87,144636,1959.2,29426.5
,"Lafayette County, MO",29107,15469.63,156689,1619.6,28819.8
,"Lawrence County, MO",29109,15962.62,132583,1852.2,29499.1
,"Lewis County, MO",29111,15144.4,96424,1510.3,29625.1
,"Lincoln County, MO",29113,15459.91,156689,1602.3,29888.4
,"Linn County, MO",29115,15218.67,96424,1501.3,29296.1
,"Livingston County, MO",29117,15254.75,120530,1456.6,28844.8
,"McDonald County, MO",29119,16171.18,96424,1900.2,30095.5
,"Macon County, MO",29121,15250.89,168742,1607.4,29392.4
,"Madison County, MO",29123,15670.22,108477,1723.8,30112.7
,"Maries County, MO",29125,15602.58,108477,1647.2,29388.9
,"Marion County, MO",29127,15200.78,132583,1409.3,29930.1
,"Mercer County, MO",29129,15049.53,108477,1766,29078.7
,"Miller County, MO",29131,15669.11,132583,1834.3,29497.7
,"Mississippi County, MO",29133,15835.48,96424,1547.5,32115.5
,"Moniteau County, MO",29135,15564.68,72318,1789.7,29585.6
,"Monroe County, MO",29137,15347.48,96424,1463.2,29644.4
,"Montgomery County, MO",29139,15508.56,108477,1585.8,29527.1
,"Morgan County, MO",29141,15663.46,144636,1864.7,29620.4
,"New Madrid County, MO",29143,15996.42,168742,1602.1,32272.4
,"Newton County, MO",29145,16036.65,96424,1914,29942
,"Nodaway County, MO",29147,15242.42,204901,1535.8,29049.3
,"Oregon County, MO",29149,16081.08,144636,1775.9,30230.9
,"Osage County, MO",29151,15551.05,156689,1654.1,29558.2
,"Ozark County, MO",29153,16114.08,120530,1777.2,30283.1
,"Pemiscot County, MO",29155,16126.06,108477,1671.4,32297.5
,"Perry County, MO",29157,15567.16,84371,1700.2,30416.3
,"Pettis County, MO",29159,15560.98,132583,1719.9,28913.9
,"Phelps County, MO",29161,15684.4,120530,1614.6,29495.6
,"Pike County, MO",29163,15338.37,144636,1459.2,29741.4
,"Platte County, MO",29165,15439.8,72318,1435.8,29147.1
,"Polk County, MO",29167,15814.34,144636,1697.6,29298.7
,"Pulaski County, MO",29169,15722.01,108477,1757,29412.4
,"Putnam County, MO",29171,15011.92,120530,1601.4,28889.2
,"Ralls County, MO",29173,15283.58,72318,1404.8,29787.9
,"Randolph County, MO",29175,15343.61,120530,1614.6,29460.4
,"Ray County, MO",29177,15412.31,120530,1431.2,29054.2
,"Reynolds County, MO",29179,15733.86,204901,1718.5,29923.4
,"Ripley County, MO",29181,16030.81,144636,1749.3,31985.6
,"St. Charles County, MO",29183,15504.74,108477,1666.4,29630.5
,"St. Clair County, MO",29185,15859.03,168742,1647.2,29209.4
,"Ste. Genevieve County, MO",29186,15580.89,108477,1775.3,29879.1
,"St. Francois County, MO",29187,15607.3,84371,1771.9,29442.9
,"St. Louis County, MO",29189,15510.27,132583,1662.4,29672.3
,"Saline County, MO",29195,15465.82,180795,1611,29095.1
,"Schuyler County, MO",29197,14988.38,72318,1587.8,28798.6
,"Scotland County, MO",29199,15040.25,108477,1607.6,29318.8
,"Scott County, MO",29201,15809.77,84371,1538.3,31675.3
,"Shannon County, MO",29203,15864.05,168742,1766.5,29913.8
,"Shelby County, MO",29205,15225.43,108477,1516.4,29366.9
,"Stoddard County, MO",29207,15888.32,156689,1592.8,31895.4
,"Stone County, MO",29209,16074.48,96424,1922.1,29598.8
,"Sullivan County, MO",29211,15122.87,144636,1608.7,29239.6
,"Taney County, MO",29213,16123.95,156689,1790.1,30035.8
,"Texas County, MO",29215,15825.2,277219,1735.1,29800
,"Vernon County, MO",29217,15906.16,144636,1664.2,29181.7
,"Warren County, MO",29219,15538.95,60265,1656.8,29595.7
,"Washington County, MO",29221,15624.59,180795,1670.5,29380.8
,"Wayne County, MO",29223,15838.15,156689,1593.5,31231.3
